timestamp,open,high,low,close,volume
2025-03-11 01:00:00,1.95440000,2.02740000,1.90400000,2.02700000,34083118.00000000
2025-03-11 02:00:00,2.02690000,2.06460000,2.01510000,2.03570000,18079403.00000000
2025-03-11 03:00:00,2.03570000,2.06460000,2.03200000,2.04620000,6930292.00000000
2025-03-11 04:00:00,2.04610000,2.08610000,2.04180000,2.07370000,9883092.00000000
2025-03-11 05:00:00,2.07360000,2.13140000,2.06940000,2.10100000,17915764.00000000
2025-03-11 06:00:00,2.10100000,2.12450000,2.08080000,2.08390000,9776367.00000000
2025-03-11 07:00:00,2.08400000,2.11150000,2.08170000,2.09520000,7991124.00000000
2025-03-11 08:00:00,2.09520000,2.13690000,2.09000000,2.12060000,12310520.00000000
2025-03-11 09:00:00,2.12050000,2.14950000,2.11910000,2.12880000,9798099.00000000
2025-03-11 10:00:00,2.12880000,2.15440000,2.12420000,2.14700000,7322866.00000000
2025-03-11 11:00:00,2.14690000,2.16460000,2.12680000,2.15600000,8107794.00000000
2025-03-11 12:00:00,2.15590000,2.16070000,2.10000000,2.11130000,17056598.00000000
2025-03-11 13:00:00,2.11120000,2.15500000,2.08450000,2.11350000,28501155.00000000
2025-03-11 14:00:00,2.11350000,2.12980000,2.05590000,2.07660000,34226599.00000000
2025-03-11 15:00:00,2.07680000,2.14560000,2.07280000,2.13580000,22787356.00000000
2025-03-11 16:00:00,2.13580000,2.14550000,2.10720000,2.12460000,12380957.00000000
2025-03-11 17:00:00,2.12450000,2.12750000,2.08000000,2.10020000,11309318.00000000
2025-03-11 18:00:00,2.10010000,2.19960000,2.09910000,2.18170000,24196788.00000000
2025-03-11 19:00:00,2.18160000,2.21380000,2.17430000,2.20860000,15163936.00000000
2025-03-11 20:00:00,2.20870000,2.21060000,2.17620000,2.19260000,9063648.00000000
2025-03-11 21:00:00,2.19270000,2.21060000,2.18200000,2.19400000,5683095.00000000
2025-03-11 22:00:00,2.19390000,2.20480000,2.18670000,2.19480000,4692476.00000000
2025-03-11 23:00:00,2.19470000,2.19630000,2.16330000,2.17110000,7230791.00000000
2025-03-12 00:00:00,2.17100000,2.19830000,2.16000000,2.18120000,9367537.00000000
2025-03-12 01:00:00,2.18130000,2.24640000,2.17740000,2.23010000,12290771.00000000
2025-03-12 02:00:00,2.23020000,2.24500000,2.18910000,2.19580000,10371927.00000000
2025-03-12 03:00:00,2.19570000,2.20970000,2.16550000,2.16820000,8193119.00000000
2025-03-12 04:00:00,2.16810000,2.16970000,2.14320000,2.15860000,13357492.00000000
2025-03-12 05:00:00,2.15870000,2.18730000,2.15600000,2.18270000,6462397.00000000
2025-03-12 06:00:00,2.18280000,2.18630000,2.14540000,2.15990000,7549685.00000000
2025-03-12 07:00:00,2.15990000,2.19430000,2.15860000,2.18870000,6902502.00000000
2025-03-12 08:00:00,2.18860000,2.23720000,2.18540000,2.22250000,13214191.00000000
2025-03-12 09:00:00,2.22260000,2.23190000,2.19000000,2.20350000,11996583.00000000
2025-03-12 10:00:00,2.20350000,2.20870000,2.16770000,2.17900000,7239959.00000000
2025-03-12 11:00:00,2.17890000,2.21560000,2.17880000,2.21430000,4780624.00000000
2025-03-12 12:00:00,2.21430000,2.27690000,2.19670000,2.25170000,28979151.00000000
2025-03-12 13:00:00,2.25160000,2.26050000,2.17740000,2.18880000,19919900.00000000
2025-03-12 14:00:00,2.18880000,2.19750000,2.15240000,2.16760000,15253814.00000000
2025-03-12 15:00:00,2.16770000,2.23500000,2.13330000,2.20380000,27339808.00000000
2025-03-12 16:00:00,2.20370000,2.25440000,2.18850000,2.20070000,26182484.00000000
2025-03-12 17:00:00,2.20080000,2.23530000,2.19690000,2.20690000,10664191.00000000
2025-03-12 18:00:00,2.20700000,2.24560000,2.20370000,2.23260000,7033108.00000000
2025-03-12 19:00:00,2.23250000,2.24680000,2.21950000,2.23790000,8873636.00000000
2025-03-12 20:00:00,2.23790000,2.24240000,2.22250000,2.22940000,5310786.00000000
2025-03-12 21:00:00,2.22940000,2.24040000,2.21200000,2.22010000,4895738.00000000
2025-03-12 22:00:00,2.22020000,2.24000000,2.21780000,2.22940000,5626989.00000000
2025-03-12 23:00:00,2.22950000,2.24330000,2.22140000,2.23960000,5754018.00000000
2025-03-13 00:00:00,2.23950000,2.25290000,2.22620000,2.23350000,7244629.00000000
2025-03-13 01:00:00,2.23350000,2.25600000,2.22690000,2.24920000,5280437.00000000
2025-03-13 02:00:00,2.24920000,2.25880000,2.23360000,2.23500000,5335735.00000000
2025-03-13 03:00:00,2.23500000,2.25100000,2.23200000,2.24080000,4414278.00000000
2025-03-13 04:00:00,2.24070000,2.24600000,2.22100000,2.23020000,6038279.00000000
2025-03-13 05:00:00,2.23030000,2.25390000,2.22880000,2.23480000,5360827.00000000
2025-03-13 06:00:00,2.23480000,2.23810000,2.21760000,2.22920000,6634377.00000000
2025-03-13 07:00:00,2.22930000,2.24180000,2.22370000,2.23400000,5894823.00000000
2025-03-13 08:00:00,2.23400000,2.24440000,2.21370000,2.23230000,5725334.00000000
2025-03-13 09:00:00,2.23240000,2.28890000,2.23200000,2.28050000,15075898.00000000
2025-03-13 10:00:00,2.28050000,2.28150000,2.25030000,2.26870000,8936644.00000000
2025-03-13 11:00:00,2.26860000,2.28420000,2.25980000,2.28410000,6932179.00000000
2025-03-13 12:00:00,2.28410000,2.34280000,2.27510000,2.29350000,29755249.00000000
2025-03-13 13:00:00,2.29340000,2.34700000,2.27420000,2.28350000,24351329.00000000
2025-03-13 14:00:00,2.28350000,2.33690000,2.27660000,2.32050000,19624471.00000000
2025-03-13 15:00:00,2.32040000,2.32710000,2.27660000,2.28790000,15489085.00000000
2025-03-13 16:00:00,2.28800000,2.30860000,2.25540000,2.27090000,15188363.00000000
2025-03-13 17:00:00,2.27090000,2.27340000,2.21510000,2.22190000,18220304.00000000
2025-03-13 18:00:00,2.22190000,2.27380000,2.21980000,2.26270000,11162506.00000000
2025-03-13 19:00:00,2.26270000,2.26540000,2.22920000,2.23870000,6242979.00000000
2025-03-13 20:00:00,2.23870000,2.26030000,2.21870000,2.22130000,5142887.00000000
2025-03-13 21:00:00,2.22120000,2.23780000,2.21850000,2.23780000,3701814.00000000
2025-03-13 22:00:00,2.23780000,2.26890000,2.23250000,2.26770000,6554164.00000000
2025-03-13 23:00:00,2.26770000,2.27610000,2.24430000,2.25270000,5590002.00000000
2025-03-14 00:00:00,2.25260000,2.27480000,2.23710000,2.26510000,6627542.00000000
2025-03-14 01:00:00,2.26520000,2.27780000,2.25380000,2.26610000,5981390.00000000
2025-03-14 02:00:00,2.26600000,2.30080000,2.26120000,2.29550000,16052300.00000000
2025-03-14 03:00:00,2.29550000,2.29580000,2.27790000,2.29110000,10867188.00000000
2025-03-14 04:00:00,2.29110000,2.29920000,2.28670000,2.29410000,4754172.00000000
2025-03-14 05:00:00,2.29410000,2.30960000,2.28760000,2.30080000,5706172.00000000
2025-03-14 06:00:00,2.30080000,2.32000000,2.27990000,2.28680000,14625545.00000000
2025-03-14 07:00:00,2.28680000,2.30550000,2.28090000,2.29460000,4943435.00000000
2025-03-14 08:00:00,2.29450000,2.31990000,2.29020000,2.30890000,6940153.00000000
2025-03-14 09:00:00,2.30890000,2.32590000,2.30580000,2.31380000,4573884.00000000
2025-03-14 10:00:00,2.31380000,2.33220000,2.30500000,2.32180000,5738331.00000000
2025-03-14 11:00:00,2.32170000,2.32380000,2.31140000,2.31650000,4167648.00000000
2025-03-14 12:00:00,2.31660000,2.32080000,2.29650000,2.30670000,5648879.00000000
2025-03-14 13:00:00,2.30680000,2.34640000,2.30070000,2.33640000,13510763.00000000
2025-03-14 14:00:00,2.33630000,2.34300000,2.30870000,2.33330000,21408013.00000000
2025-03-14 15:00:00,2.33330000,2.38930000,2.33320000,2.35830000,24373097.00000000
2025-03-14 16:00:00,2.35820000,2.36830000,2.34170000,2.36800000,9463240.00000000
2025-03-14 17:00:00,2.36800000,2.37230000,2.33770000,2.34650000,6486882.00000000
2025-03-14 18:00:00,2.34640000,2.35780000,2.33590000,2.34900000,4794676.00000000
2025-03-14 19:00:00,2.34890000,2.36360000,2.34320000,2.35510000,3548358.00000000
2025-03-14 20:00:00,2.35500000,2.35830000,2.33130000,2.34770000,4636953.00000000
2025-03-14 21:00:00,2.34780000,2.35400000,2.33230000,2.35360000,3576354.00000000
2025-03-14 22:00:00,2.35360000,2.37270000,2.34490000,2.36830000,5498150.00000000
2025-03-14 23:00:00,2.36840000,2.36890000,2.35300000,2.35640000,3363344.00000000
2025-03-15 00:00:00,2.35640000,2.38800000,2.35250000,2.38000000,5960586.00000000
2025-03-15 01:00:00,2.38000000,2.39890000,2.37660000,2.39070000,5598724.00000000
2025-03-15 02:00:00,2.39070000,2.41070000,2.38360000,2.40290000,6039724.00000000
2025-03-15 03:00:00,2.40300000,2.43050000,2.39990000,2.42470000,9314953.00000000
2025-03-15 04:00:00,2.42470000,2.47510000,2.42470000,2.46520000,12356300.00000000
2025-03-15 05:00:00,2.46510000,2.46740000,2.42630000,2.42650000,9680651.00000000
2025-03-15 06:00:00,2.42650000,2.44110000,2.41190000,2.41690000,11378871.00000000
2025-03-15 07:00:00,2.41680000,2.42050000,2.37340000,2.39300000,14204836.00000000
2025-03-15 08:00:00,2.39290000,2.41830000,2.38600000,2.41230000,7284261.00000000
2025-03-15 09:00:00,2.41230000,2.41240000,2.39720000,2.41130000,5469381.00000000
2025-03-15 10:00:00,2.41130000,2.41300000,2.39820000,2.40930000,3584188.00000000
2025-03-15 11:00:00,2.40940000,2.42600000,2.40200000,2.42520000,5193167.00000000
2025-03-15 12:00:00,2.42530000,2.44250000,2.41480000,2.42710000,5049665.00000000
2025-03-15 13:00:00,2.42700000,2.45390000,2.42680000,2.44580000,6138719.00000000
2025-03-15 14:00:00,2.44570000,2.44580000,2.41320000,2.42340000,7611550.00000000
2025-03-15 15:00:00,2.42340000,2.43860000,2.42080000,2.42620000,4025854.00000000
2025-03-15 16:00:00,2.42610000,2.42810000,2.40790000,2.41140000,4795395.00000000
2025-03-15 17:00:00,2.41130000,2.42100000,2.40900000,2.41840000,3663092.00000000
2025-03-15 18:00:00,2.41840000,2.42190000,2.39410000,2.40630000,4663110.00000000
2025-03-15 19:00:00,2.40630000,2.40640000,2.39350000,2.40150000,4260863.00000000
2025-03-15 20:00:00,2.40150000,2.41830000,2.40040000,2.41090000,3637556.00000000
2025-03-15 21:00:00,2.41090000,2.41870000,2.40970000,2.41350000,2329521.00000000
2025-03-15 22:00:00,2.41350000,2.41620000,2.39580000,2.40260000,3361486.00000000
2025-03-15 23:00:00,2.40250000,2.40310000,2.38260000,2.39110000,4454483.00000000
2025-03-16 00:00:00,2.39110000,2.40710000,2.37790000,2.40340000,5135142.00000000
2025-03-16 01:00:00,2.40330000,2.41090000,2.37710000,2.37910000,4799603.00000000
2025-03-16 02:00:00,2.37900000,2.38320000,2.36270000,2.37100000,7941861.00000000
2025-03-16 03:00:00,2.37110000,2.38590000,2.36800000,2.38240000,3052029.00000000
2025-03-16 04:00:00,2.38250000,2.39380000,2.38080000,2.38480000,2568298.00000000
2025-03-16 05:00:00,2.38490000,2.39380000,2.38110000,2.39270000,1696760.00000000
2025-03-16 06:00:00,2.39270000,2.39600000,2.38810000,2.38920000,1808583.00000000
2025-03-16 07:00:00,2.38920000,2.38970000,2.36800000,2.38090000,4453570.00000000
2025-03-16 08:00:00,2.38080000,2.38510000,2.37110000,2.37720000,2417628.00000000
2025-03-16 09:00:00,2.37730000,2.37790000,2.33740000,2.35160000,8836028.00000000
2025-03-16 10:00:00,2.35150000,2.35950000,2.34210000,2.34810000,4983206.00000000
2025-03-16 11:00:00,2.34810000,2.35050000,2.28750000,2.29810000,19888201.00000000
2025-03-16 12:00:00,2.29810000,2.32210000,2.29550000,2.30670000,8138640.00000000
2025-03-16 13:00:00,2.30670000,2.32120000,2.26770000,2.27540000,13619071.00000000
2025-03-16 14:00:00,2.27530000,2.30300000,2.27240000,2.30200000,6993728.00000000
2025-03-16 15:00:00,2.30190000,2.30690000,2.28290000,2.29610000,5716784.00000000
2025-03-16 16:00:00,2.29600000,2.35200000,2.29320000,2.31700000,17209433.00000000
2025-03-16 17:00:00,2.31690000,2.33170000,2.30720000,2.32090000,6010073.00000000
2025-03-16 18:00:00,2.32100000,2.33420000,2.31020000,2.31980000,3377908.00000000
2025-03-16 19:00:00,2.31980000,2.32070000,2.28400000,2.29480000,7101078.00000000
2025-03-16 20:00:00,2.29480000,2.31250000,2.29280000,2.30900000,2640327.00000000
2025-03-16 21:00:00,2.30890000,2.32080000,2.29770000,2.30390000,3977392.00000000
2025-03-16 22:00:00,2.30380000,2.31180000,2.28450000,2.28980000,5057095.00000000
2025-03-16 23:00:00,2.28980000,2.30570000,2.28280000,2.29380000,4552319.00000000
2025-03-17 00:00:00,2.29380000,2.33640000,2.29150000,2.32890000,6274107.00000000
2025-03-17 01:00:00,2.32880000,2.34550000,2.31760000,2.33590000,5954856.00000000
2025-03-17 02:00:00,2.33590000,2.34600000,2.33140000,2.34220000,3324358.00000000
2025-03-17 03:00:00,2.34210000,2.35820000,2.34170000,2.35510000,4518412.00000000
2025-03-17 04:00:00,2.35510000,2.37000000,2.34940000,2.35280000,5623260.00000000
2025-03-17 05:00:00,2.35270000,2.35270000,2.32780000,2.32830000,5550867.00000000
2025-03-17 06:00:00,2.32840000,2.33740000,2.30700000,2.32940000,7045066.00000000
2025-03-17 07:00:00,2.32950000,2.34390000,2.32810000,2.33630000,4540109.00000000
2025-03-17 08:00:00,2.33640000,2.35250000,2.32010000,2.34640000,4712939.00000000
2025-03-17 09:00:00,2.34640000,2.35570000,2.34060000,2.34780000,4389815.00000000
2025-03-17 10:00:00,2.34770000,2.34950000,2.32940000,2.33080000,4313904.00000000
2025-03-17 11:00:00,2.33080000,2.34410000,2.32370000,2.33870000,3315401.00000000
2025-03-17 12:00:00,2.33870000,2.36790000,2.33170000,2.33270000,12002547.00000000
2025-03-17 13:00:00,2.33270000,2.34560000,2.31830000,2.32420000,7495055.00000000
2025-03-17 14:00:00,2.32410000,2.33510000,2.30690000,2.32270000,7320618.00000000
2025-03-17 15:00:00,2.32280000,2.35200000,2.31110000,2.34460000,7530182.00000000
2025-03-17 16:00:00,2.34460000,2.35580000,2.33020000,2.34170000,5877943.00000000
2025-03-17 17:00:00,2.34160000,2.36070000,2.33860000,2.35580000,6198589.00000000
2025-03-17 18:00:00,2.35570000,2.37880000,2.34720000,2.37380000,9427433.00000000
2025-03-17 19:00:00,2.37380000,2.37760000,2.35910000,2.36010000,4146713.00000000
2025-03-17 20:00:00,2.36020000,2.36280000,2.34470000,2.34860000,4589452.00000000
2025-03-17 21:00:00,2.34870000,2.35690000,2.33710000,2.34260000,3867032.00000000
2025-03-17 22:00:00,2.34260000,2.35020000,2.33720000,2.34790000,2873973.00000000
2025-03-17 23:00:00,2.34790000,2.34810000,2.33460000,2.33820000,3030865.00000000
2025-03-18 00:00:00,2.33810000,2.33990000,2.31400000,2.32360000,5874209.00000000
2025-03-18 01:00:00,2.32360000,2.33000000,2.28030000,2.29150000,12237141.00000000
2025-03-18 02:00:00,2.29150000,2.30820000,2.28850000,2.29970000,6957263.00000000
2025-03-18 03:00:00,2.29960000,2.29960000,2.27420000,2.28600000,10368066.00000000
2025-03-18 04:00:00,2.28610000,2.29620000,2.27700000,2.28160000,5992129.00000000
2025-03-18 05:00:00,2.28160000,2.30150000,2.28070000,2.28990000,4414399.00000000
2025-03-18 06:00:00,2.28990000,2.29250000,2.24320000,2.25260000,14573343.00000000
2025-03-18 07:00:00,2.25250000,2.28970000,2.25140000,2.28940000,8697777.00000000
2025-03-18 08:00:00,2.28940000,2.30520000,2.28450000,2.29500000,5575724.00000000
2025-03-18 09:00:00,2.29500000,2.29760000,2.27420000,2.27690000,3608823.00000000
2025-03-18 10:00:00,2.27700000,2.28460000,2.26320000,2.27240000,7526952.00000000
2025-03-18 11:00:00,2.27250000,2.27610000,2.26000000,2.26190000,4626605.00000000
2025-03-18 12:00:00,2.26190000,2.26800000,2.24570000,2.24780000,7429002.00000000
2025-03-18 13:00:00,2.24780000,2.26000000,2.22500000,2.23430000,12751996.00000000
2025-03-18 14:00:00,2.23420000,2.26450000,2.23100000,2.25820000,10375030.00000000
2025-03-18 15:00:00,2.25820000,2.25820000,2.23330000,2.23710000,5892632.00000000
2025-03-18 16:00:00,2.23710000,2.25390000,2.23270000,2.24440000,4891116.00000000
2025-03-18 17:00:00,2.24450000,2.24670000,2.22250000,2.22930000,6851120.00000000
2025-03-18 18:00:00,2.22930000,2.25050000,2.22670000,2.24700000,5316531.00000000
2025-03-18 19:00:00,2.24690000,2.26630000,2.24540000,2.26280000,5319245.00000000
2025-03-18 20:00:00,2.26280000,2.26980000,2.25020000,2.25800000,3766123.00000000
2025-03-18 21:00:00,2.25790000,2.26730000,2.25330000,2.26170000,2766531.00000000
2025-03-18 22:00:00,2.26170000,2.28450000,2.25780000,2.28090000,4684995.00000000
2025-03-18 23:00:00,2.28090000,2.29490000,2.28090000,2.28510000,4222547.00000000
2025-03-19 00:00:00,2.28510000,2.30810000,2.28000000,2.29120000,5505272.00000000
2025-03-19 01:00:00,2.29110000,2.29210000,2.26960000,2.26990000,4331091.00000000
2025-03-19 02:00:00,2.26990000,2.28200000,2.26530000,2.28150000,4043092.00000000
2025-03-19 03:00:00,2.28150000,2.29750000,2.27750000,2.29540000,3622800.00000000
2025-03-19 04:00:00,2.29540000,2.29740000,2.28590000,2.29160000,3383070.00000000
2025-03-19 05:00:00,2.29150000,2.30220000,2.29130000,2.29940000,3877515.00000000
2025-03-19 06:00:00,2.29950000,2.30480000,2.28280000,2.28920000,4821445.00000000
2025-03-19 07:00:00,2.28920000,2.30320000,2.28340000,2.29320000,4448442.00000000
2025-03-19 08:00:00,2.29330000,2.31310000,2.29320000,2.30940000,5158236.00000000
2025-03-19 09:00:00,2.30940000,2.31720000,2.30540000,2.31290000,3383531.00000000
2025-03-19 10:00:00,2.31300000,2.33900000,2.31000000,2.31160000,7284646.00000000
2025-03-19 11:00:00,2.31170000,2.34880000,2.30760000,2.33630000,12070880.00000000
2025-03-19 12:00:00,2.33620000,2.34050000,2.31720000,2.32720000,6539301.00000000
2025-03-19 13:00:00,2.32730000,2.59000000,2.32130000,2.52280000,136464574.00000000
2025-03-19 14:00:00,2.52280000,2.58120000,2.48590000,2.53990000,77515862.00000000
2025-03-19 15:00:00,2.53980000,2.58000000,2.52450000,2.55480000,31070794.00000000
2025-03-19 16:00:00,2.55480000,2.56680000,2.50220000,2.51610000,28145792.00000000
2025-03-19 17:00:00,2.51610000,2.53190000,2.46850000,2.49120000,23652085.00000000
2025-03-19 18:00:00,2.49120000,2.53330000,2.45250000,2.51410000,33356072.00000000
2025-03-19 19:00:00,2.51410000,2.53990000,2.47300000,2.48770000,22074607.00000000
2025-03-19 20:00:00,2.48780000,2.51680000,2.47620000,2.48970000,9989080.00000000
2025-03-19 21:00:00,2.48960000,2.52000000,2.48820000,2.50460000,8679249.00000000
2025-03-19 22:00:00,2.50460000,2.56720000,2.50450000,2.53090000,13635585.00000000
2025-03-19 23:00:00,2.53100000,2.55790000,2.53100000,2.54690000,9128794.00000000
2025-03-20 00:00:00,2.54690000,2.56380000,2.49720000,2.50510000,18435458.00000000
2025-03-20 01:00:00,2.50510000,2.51680000,2.48560000,2.49580000,12573965.00000000
2025-03-20 02:00:00,2.49580000,2.49890000,2.47840000,2.49440000,6520214.00000000
2025-03-20 03:00:00,2.49440000,2.49670000,2.48170000,2.48450000,4587786.00000000
2025-03-20 04:00:00,2.48450000,2.48730000,2.45340000,2.46510000,10720168.00000000
2025-03-20 05:00:00,2.46510000,2.47060000,2.43120000,2.44910000,10133472.00000000
2025-03-20 06:00:00,2.44920000,2.46460000,2.44380000,2.45310000,6412693.00000000
2025-03-20 07:00:00,2.45310000,2.47030000,2.44380000,2.46440000,5758142.00000000
2025-03-20 08:00:00,2.46430000,2.51800000,2.46400000,2.51120000,14449449.00000000
2025-03-20 09:00:00,2.51110000,2.51820000,2.48800000,2.51230000,12437560.00000000
2025-03-20 10:00:00,2.51220000,2.51760000,2.46710000,2.47920000,9424503.00000000
2025-03-20 11:00:00,2.47920000,2.49380000,2.46830000,2.49090000,5278017.00000000
2025-03-20 12:00:00,2.49090000,2.50020000,2.47610000,2.49400000,4784491.00000000
2025-03-20 13:00:00,2.49400000,2.50910000,2.47590000,2.50070000,8647040.00000000
2025-03-20 14:00:00,2.50060000,2.51860000,2.49230000,2.49900000,10837381.00000000
2025-03-20 15:00:00,2.49900000,2.50100000,2.43740000,2.43880000,20131406.00000000
2025-03-20 16:00:00,2.43870000,2.45800000,2.38900000,2.40270000,22548912.00000000
2025-03-20 17:00:00,2.40260000,2.43190000,2.40050000,2.42610000,12626575.00000000
2025-03-20 18:00:00,2.42610000,2.44850000,2.42470000,2.43050000,6354276.00000000
2025-03-20 19:00:00,2.43050000,2.44260000,2.41870000,2.43630000,5449633.00000000
2025-03-20 20:00:00,2.43620000,2.45500000,2.43560000,2.44590000,3858974.00000000
